#         t          x          y          z         vx         vy         vz
     54.840    396.692    -88.320    179.565     35.013    -59.606    -14.186
     54.850    397.040    -88.915    179.423     34.684    -59.533    -14.334
     54.860    397.385    -89.510    179.278     34.356    -59.459    -14.482
     54.870    397.727    -90.105    179.133     34.028    -59.385    -14.630
     54.880    398.066    -90.698    178.986     33.701    -59.311    -14.777
     54.890    398.401    -91.291    178.837     33.374    -59.236    -14.923
     54.900    398.733    -91.883    178.687     33.048    -59.161    -15.069
     54.910    399.062    -92.474    178.536     32.722    -59.086    -15.215
     54.920    399.388    -93.064    178.383     32.397    -59.010    -15.360
     54.930    399.710    -93.654    178.229     32.072    -58.934    -15.505
     54.940    400.029    -94.243    178.073     31.747    -58.858    -15.649
     54.950    400.345    -94.831    177.916     31.423    -58.781    -15.793
     54.960    400.658    -95.419    177.757     31.099    -58.704    -15.936
     54.970    400.967    -96.005    177.597     30.776    -58.627    -16.079
     54.980    401.273    -96.591    177.436     30.453    -58.550    -16.222
     54.990    401.576    -97.176    177.273     30.131    -58.472    -16.364
     55.000    401.876    -97.761    177.108     29.809    -58.394    -16.506
     55.010    402.172    -98.344    176.943     29.487    -58.315    -16.647
     55.020    402.466    -98.927    176.775     29.166    -58.236    -16.788
     55.030    402.756    -99.509    176.607     28.845    -58.157    -16.929
     55.040    403.042   -100.090    176.437     28.525    -58.078    -17.069
     55.050    403.326   -100.671    176.265     28.205    -57.998    -17.208
     55.060    403.607   -101.250    176.093     27.885    -57.918    -17.348
     55.070    403.884   -101.829    175.918     27.566    -57.838    -17.486
     55.080    404.158   -102.407    175.743     27.247    -57.758    -17.625
     55.090    404.429   -102.984    175.566     26.929    -57.677    -17.763
     55.100    404.696   -103.560    175.388     26.611    -57.595    -17.901
     55.110    404.961   -104.136    175.208     26.293    -57.514    -18.038
     55.120    405.222   -104.711    175.027     25.976    -57.432    -18.175
     55.130    405.480   -105.285    174.844     25.659    -57.350    -18.311
     55.140    405.735   -105.858    174.661     25.342    -57.268    -18.447
     55.150    405.987   -106.430    174.475     25.026    -57.185    -18.583
     55.160    406.236   -107.001    174.289     24.710    -57.102    -18.719
     55.170    406.482   -107.572    174.101     24.395    -57.019    -18.854
     55.180    406.724   -108.142    173.912     24.079    -56.935    -18.988
     55.190    406.963   -108.711    173.721     23.765    -56.851    -19.122
     55.200    407.199   -109.279    173.529     23.450    -56.767    -19.256
     55.210    407.432   -109.846    173.336     23.136    -56.683    -19.390
     55.220    407.662   -110.412    173.142     22.822    -56.598    -19.523
     55.230    407.889   -110.978    172.946     22.509    -56.513    -19.656
     55.240    408.112   -111.543    172.749     22.196    -56.427    -19.788
     55.250    408.332   -112.107    172.550     21.883    -56.342    -19.920
     55.260    408.550   -112.669    172.350     21.571    -56.256    -20.052
     55.270    408.764   -113.232    172.149     21.258    -56.169    -20.183
     55.280    408.975   -113.793    171.947     20.947    -56.083    -20.314
     55.290    409.183   -114.353    171.743     20.635    -55.996    -20.444
     55.300    409.388   -114.913    171.538     20.324    -55.909    -20.575
     55.310    409.589   -115.471    171.331     20.013    -55.821    -20.705
     55.320    409.788   -116.029    171.124     19.702    -55.734    -20.834
     55.330    409.983   -116.586    170.915     19.392    -55.645    -20.963
     55.340    410.176   -117.142    170.704     19.082    -55.557    -21.092
     55.350    410.365   -117.697    170.493     18.772    -55.468    -21.221
     55.360    410.551   -118.251    170.280     18.463    -55.380    -21.349
     55.370    410.734   -118.805    170.066     18.154    -55.290    -21.477
     55.380    410.914   -119.357    169.850     17.845    -55.201    -21.604
     55.390    411.091   -119.909    169.634     17.536    -55.111    -21.731
     55.400    411.265   -120.460    169.416     17.228    -55.021    -21.858
     55.410    411.436   -121.009    169.196     16.920    -54.930    -21.985
     55.420    411.603   -121.558    168.976     16.612    -54.840    -22.111
     55.430    411.768   -122.106    168.754     16.305    -54.749    -22.237
     55.440    411.929   -122.653    168.531     15.998    -54.657    -22.362
     55.450    412.088   -123.199    168.307     15.691    -54.566    -22.487
     55.460    412.243   -123.744    168.082     15.384    -54.474    -22.612
     55.470    412.396   -124.289    167.855     15.078    -54.382    -22.737
     55.480    412.545   -124.832    167.627     14.771    -54.289    -22.861
     55.490    412.691   -125.374    167.398     14.465    -54.197    -22.985
     55.500    412.834   -125.916    167.167     14.160    -54.104    -23.109
     55.510    412.974   -126.457    166.935     13.854    -54.010    -23.232
     55.520    413.111   -126.996    166.702     13.549    -53.917    -23.355
     55.530    413.245   -127.535    166.468     13.244    -53.823    -23.478
     55.540    413.376   -128.073    166.233     12.939    -53.728    -23.600
     55.550    413.504   -128.609    165.996     12.635    -53.634    -23.722
     55.560    413.629   -129.145    165.758     12.331    -53.539    -23.844
     55.570    413.751   -129.680    165.519     12.027    -53.444    -23.965
     55.580    413.869   -130.214    165.279     11.723    -53.349    -24.087
     55.590    413.985   -130.747    165.038     11.419    -53.253    -24.208
     55.600    414.098   -131.279    164.795     11.116    -53.157    -24.328
     55.610    414.207   -131.810    164.551     10.813    -53.061    -24.448
     55.620    414.314   -132.340    164.306     10.510    -52.964    -24.568
     55.630    414.418   -132.870    164.060     10.207    -52.867    -24.688
     55.640    414.518   -133.398    163.812      9.905    -52.770    -24.807
     55.650    414.616   -133.925    163.564      9.602    -52.672    -24.927
     55.660    414.710   -134.451    163.314      9.300    -52.575    -25.045
     55.670    414.802   -134.977    163.063      8.998    -52.477    -25.164
     55.680    414.890   -135.501    162.810      8.696    -52.378    -25.282
     55.690    414.976   -136.024    162.557      8.395    -52.280    -25.400
     55.700    415.058   -136.546    162.302      8.093    -52.181    -25.518
     55.710    415.137   -137.068    162.047      7.792    -52.081    -25.635
     55.720    415.214   -137.588    161.790      7.491    -51.982    -25.752
     55.730    415.287   -138.107    161.532      7.190    -51.882    -25.869
     55.740    415.358   -138.626    161.272      6.890    -51.782    -25.986
     55.750    415.425   -139.143    161.012      6.589    -51.681    -26.102
     55.760    415.489   -139.659    160.750      6.289    -51.581    -26.218
     55.770    415.551   -140.175    160.488      5.989    -51.480    -26.334
     55.780    415.609   -140.689    160.224      5.689    -51.378    -26.449
     55.790    415.665   -141.202    159.959      5.389    -51.277    -26.565
     55.800    415.717   -141.714    159.692      5.090    -51.175    -26.680
     55.810    415.766   -142.226    159.425      4.790    -51.072    -26.794
     55.820    415.813   -142.736    159.156      4.491    -50.970    -26.909
     55.830    415.856   -143.245    158.887      4.192    -50.867    -27.023
     55.840    415.897   -143.753    158.616      3.893    -50.764    -27.137
     55.850    415.934   -144.260    158.344      3.594    -50.660    -27.250
     55.860    415.969   -144.766    158.071      3.295    -50.556    -27.364
     55.870    416.000   -145.271    157.797      2.996    -50.452    -27.477
     55.880    416.029   -145.775    157.521      2.698    -50.348    -27.590
     55.890    416.054   -146.278    157.245      2.400    -50.243    -27.702
     55.900    416.076   -146.780    156.967      2.101    -50.138    -27.815
     55.910    416.096   -147.281    156.689      1.803    -50.033    -27.927
     55.920    416.113   -147.781    156.409      1.506    -49.927    -28.039
     55.930    416.126   -148.280    156.128      1.208    -49.821    -28.150
     55.940    416.137   -148.777    155.846      0.910    -49.715    -28.261
     55.950    416.144   -149.274    155.563      0.613    -49.609    -28.373
     55.960    416.149   -149.770    155.278      0.315    -49.502    -28.483
     55.970    416.151   -150.264    154.993      0.018    -49.394    -28.594
     55.980    416.149   -150.757    154.707     -0.279    -49.287    -28.704
     55.990    416.145   -151.250    154.419     -0.577    -49.179    -28.814
